booking_id,customer_id,customer_name,customer_segment,customer_signup_date,customer_home_city,customer_loyalty_tier,property_id,property_name,property_city,property_star_rating,property_type,property_total_rooms,booking_date,checkin_date,checkout_date,room_type,num_rooms,nights,booking_channel,adr,discount_amount,coupon_code,total_amount,payment_method,booking_status,review_rating,review_date
106326,409,Customer_409,Individual,2022-02-05,Chennai,None,30,Ivory Retreat,Jaipur,5,Budget,60,2024-07-25,2024-08-19,2024-08-22,Standard,1,3,Travel Agent,1863.2,697.09,APPDEAL,4892.51,Net Banking,Cancelled,,
106327,480,Customer_480,Individual,2022-05-24,Mumbai,None,20,Banyan Heights,Chennai,2,Mid-Range,80,2023-11-23,2024-01-22,2024-01-26,Deluxe,1,4,Direct Website,6860.39,0.0,,27441.56,UPI,Cancelled,,
106328,647,Customer_647,Individual,2023-05-05,Mumbai,None,38,Crimson Courtyard,Manali,3,Mid-Range,40,2023-12-19,2024-02-17,2024-02-20,Standard,1,3,Corporate Portal,4086.28,0.0,NONE,12258.84,Net Banking,Completed,4.0,2024-02-25
106329,366,Customer_366,Group,2022-10-10,Kochi,Platinum,47,Indigo Stay,Mumbai,4,Mid-Range,80,2024-06-30,2024-07-02,2024-07-03,Deluxe,5,1,Direct Website,7967.61,0.0,NONE,39838.05,UPI,Completed,,
106330,667,Customer_667,Corporate,2023-12-16,Bangalore,None,13,Tusker Palace,Goa,5,Mid-Range,80,2024-01-26,2024-02-10,2024-02-14,Standard,3,4,Corporate Portal,6574.3,0.0,,78891.6,Credit Card,Completed,,
106331,633,Customer_633,Group,2022-10-29,Chennai,None,54,Olive Heights,Delhi,5,Budget,100,2024-08-05,2024-09-14,2024-09-16,Suite,3,2,Corporate Portal,4759.43,0.0,,28556.58,Credit Card,Completed,4.0,2024-09-23
106332,123,Customer_123,Group,2023-09-11,Mumbai,Gold,32,Saffron Palace,Pune,5,Mid-Range,30,2024-01-22,2024-02-16,2024-02-19,Suite,3,3,Direct Website,8885.41,0.0,NONE,79968.69,Net Banking,Completed,1.0,2024-02-27
106333,614,Customer_614,Individual,2022-08-05,Delhi,None,46,Coral Manor,Kochi,4,Budget,80,2024-04-11,2024-04-26,2024-04-28,Deluxe,1,2,Corporate Portal,2601.0,0.0,,5202.0,UPI,Completed,,
106334,446,Customer_446,Individual,2022-04-03,Manali,Silver,42,Coral Suites,Chennai,2,Budget,150,2024-05-24,2024-06-18,2024-06-25,Deluxe,1,7,Travel Agent,3375.54,0.0,,23628.78,Net Banking,No-Show,,
106335,472,Customer_472,Individual,2023-02-24,Jaipur,None,3,Sea Breeze Resort,Chennai,5,Luxury,80,2024-02-07,2024-03-03,2024-03-08,Standard,1,5,Corporate Portal,13094.06,3671.85,APPDEAL,61798.45,UPI,Completed,5.0,2024-03-20
106336,564,Customer_564,Individual,2023-09-14,Chennai,None,25,Tusker Stay,Pune,2,Mid-Range,60,2024-03-11,2024-03-13,2024-03-16,Standard,1,3,Direct Website,4475.0,1572.35,WELCOME,11852.65,Net Banking,Completed,3.0,2024-03-26
106337,109,Customer_109,Individual,2022-03-23,Jaipur,None,15,Lotus Haven,Bangalore,3,Mid-Range,80,2022-01-14,2024-06-03,2024-06-05,Standard,1,2,Travel Agent,4114.7,1438.56,WELCOME,6790.84,Debit Card,Completed,,
106338,358,Customer_358,Individual,2022-12-29,Manali,None,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-08-20,2024-09-29,2024-10-03,Deluxe,1,4,Corporate Portal,6704.68,0.0,,26818.72,Net Banking,Completed,,
106339,795,Customer_795,Individual,2022-02-03,Jaipur,None,46,Coral Manor,Kochi,4,Budget,80,2024-02-12,2024-02-27,2024-02-29,Standard,1,2,Direct Website,2225.99,0.0,NONE,4451.98,Debit Card,Completed,4.0,2024-03-08
106340,278,Customer_278,Individual,2022-10-29,Pune,Platinum,28,Indigo Retreat,Kochi,4,Budget,200,2024-07-07,2024-07-09,2024-07-10,Suite,1,1,Travel Agent,3510.78,0.0,,3510.78,Credit Card,Completed,5.0,2024-07-29
106341,298,Customer_298,Individual,2023-07-20,Chennai,None,36,Amber Haven,Bangalore,4,Premium,150,2023-12-13,2024-03-12,2024-03-15,Deluxe,1,3,Corporate Portal,11981.15,0.0,,35943.45,Credit Card,Completed,,
106342,585,Customer_585,Corporate,2022-05-01,Bangalore,None,11,Coral Palace,Mumbai,3,Premium,100,2024-12-06,2024-12-31,2025-01-03,Standard,2,3,Corporate Portal,9394.08,7701.01,APPDEAL,48663.47,Net Banking,Completed,,
106343,51,Customer_51,Individual,2022-07-20,Mumbai,Silver,26,Mango Courtyard,Mumbai,2,Budget,60,2024-11-21,2024-11-28,2024-12-01,Deluxe,1,3,Travel Agent,4766.89,2180.6,WELCOME,12120.07,UPI,Completed,,
106344,90,Customer_90,Individual,2022-08-18,Chennai,Gold,28,Indigo Retreat,Kochi,4,Budget,200,2024-03-06,2024-03-08,2024-03-13,Deluxe,1,5,Direct Website,2334.54,0.0,NONE,11672.7,Net Banking,Completed,,
106345,77,Customer_77,Corporate,2022-12-01,Udaipur,Silver,54,Olive Heights,Delhi,5,Budget,100,2024-10-26,2024-11-02,2024-11-05,Standard,1,3,Corporate Portal,3304.72,750.37,APPDEAL,9163.79,Debit Card,Completed,6.0,2024-11-16
106346,646,Customer_646,Individual,2022-06-25,Chennai,None,44,Amber Lodge,Udaipur,5,Mid-Range,150,2024-07-22,2024-07-24,2024-07-26,Standard,1,2,Direct Website,5303.36,0.0,,10606.72,Credit Card,No-Show,,
106347,643,Customer_643,Individual,2022-04-20,Chennai,None,16,Banyan Residency,Delhi,3,Budget,60,2024-01-02,2024-01-09,2024-01-11,Standard,1,2,Corporate Portal,2785.68,503.76,APPDEAL,5067.6,UPI,No-Show,,
106348,371,Customer_371,Individual,2022-03-08,Manali,Silver,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-04-16,2024-07-15,2024-07-20,Deluxe,1,5,Direct Website,4883.01,3857.22,FEST15,20557.83,UPI,Completed,1.0,2024-07-26
106349,568,Customer_568,Individual,2023-03-02,Manali,None,36,Amber Haven,Bangalore,4,Premium,150,2024-01-14,2024-01-29,2024-02-02,Standard,1,4,Corporate Portal,9187.84,4372.89,APPDEAL,32378.47,UPI,Completed,4.0,2024-02-21
106350,151,Customer_151,Corporate,2022-12-23,Udaipur,Silver,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-09-04,2024-09-19,2024-09-21,Deluxe,1,2,Corporate Portal,27094.94,4854.57,FEST15,49335.31,Credit Card,Cancelled,,
106351,436,Customer_436,Corporate,2022-05-04,Mumbai,Silver,17,Indigo Palace,Udaipur,3,Budget,100,2024-02-29,2024-04-29,2024-05-01,Standard,2,2,Corporate Portal,2538.32,0.0,NONE,10153.28,Debit Card,Completed,5.0,2024-05-21
106352,194,Customer_194,Individual,2022-12-09,Kochi,None,29,Cedar Lodge,Kochi,5,Mid-Range,60,2024-08-23,2024-09-07,2024-09-10,Deluxe,1,3,OTA,5862.9,0.0,NONE,17588.7,Debit Card,Cancelled,,
106353,578,Customer_578,Corporate,2022-12-09,Mumbai,Silver,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-08-13,2024-10-12,2024-10-13,Standard,2,1,Travel Agent,18684.16,1925.73,WELCOME,35442.59,Debit Card,Completed,6.0,2024-10-26
106354,739,Customer_739,Individual,2023-11-23,Manali,Gold,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-02-24,2024-03-02,2024-03-04,Standard,1,2,Corporate Portal,4644.79,0.0,,9289.58,Credit Card,Cancelled,,
106355,268,Customer_268,Group,2023-04-09,Delhi,Gold,46,Coral Manor,Kochi,4,Budget,80,2024-08-28,2024-09-12,2024-09-16,Standard,4,4,OTA,1688.95,0.0,,27023.2,UPI,Completed,5.0,2024-09-21
106356,327,Customer_327,Individual,2023-03-08,Udaipur,None,14,Pearl Haven,Pune,3,Budget,120,2024-06-11,2024-08-10,2024-08-15,Standard,1,5,Travel Agent,1841.05,1018.44,FEST15,8186.81,Net Banking,Completed,3.0,2024-08-26
106357,337,Customer_337,Individual,2022-11-05,Delhi,Platinum,34,Velvet Palace,Pune,2,Premium,150,2024-02-20,2024-03-16,2024-03-18,Standard,1,2,OTA,7150.03,2376.52,WELCOME,11923.54,UPI,Completed,3.0,2024-03-20
106358,382,Customer_382,Individual,2023-10-21,Delhi,None,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-11-25,2024-12-10,2024-12-14,Standard,1,4,Travel Agent,5028.06,2114.19,WELCOME,17998.05,UPI,Completed,,
106359,228,Customer_228,Individual,2023-12-02,Mumbai,Silver,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2024-01-24,2024-02-08,2024-02-09,Deluxe,1,1,Direct Website,5262.29,0.0,,5262.29,Credit Card,Completed,4.0,2024-02-10
106360,51,Customer_51,Individual,2022-07-20,Mumbai,Silver,27,Saffron Residency,Pune,3,Mid-Range,80,2024-07-06,2024-07-08,2024-07-11,Standard,1,3,Travel Agent,4594.81,0.0,,13784.43,Net Banking,Completed,,
106361,193,Customer_193,Individual,2023-09-16,Delhi,None,31,Azure Residency,Udaipur,2,Premium,150,2024-06-28,2024-07-13,2024-07-18,Standard,1,5,OTA,11070.46,6671.45,SAVE10,48680.85,Debit Card,Completed,4.0,2024-07-22
106362,135,Customer_135,Individual,2023-10-16,Mumbai,None,13,Tusker Palace,Goa,5,Mid-Range,80,2024-07-01,2024-07-16,2024-07-17,Standard,1,1,Direct Website,4317.18,0.0,NONE,4317.18,Debit Card,Completed,4.0,2024-07-25
106363,574,Customer_574,Individual,2022-04-19,Delhi,None,34,Velvet Palace,Pune,2,Premium,150,2024-11-12,2024-12-22,2024-12-24,Deluxe,1,2,Corporate Portal,10491.1,0.0,NONE,20982.2,Net Banking,Completed,4.0,2025-01-01
106364,145,Customer_145,Group,2023-10-17,Delhi,Platinum,39,Saffron Manor,Mumbai,4,Budget,120,2024-01-13,2024-01-20,2024-01-22,Suite,2,2,OTA,5447.77,0.0,NONE,21791.08,UPI,Completed,,
106365,725,Customer_725,Individual,2022-05-31,Bangalore,None,42,Coral Suites,Chennai,2,Budget,150,2024-07-02,2024-07-27,2024-07-28,Standard,1,1,Travel Agent,2251.39,0.0,,2251.39,UPI,Completed,,
106366,702,Customer_702,Corporate,2022-03-02,Goa,Silver,18,Coral Haven,Pune,4,Mid-Range,150,2024-09-12,2024-09-27,2024-09-29,Standard,2,2,Travel Agent,4394.04,0.0,,17576.16,Credit Card,Completed,3.0,2024-10-09
106367,118,Customer_118,Individual,2023-07-06,Pune,Gold,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2024-03-11,2024-06-09,2024-06-12,Standard,1,3,OTA,4276.34,0.0,NONE,12829.02,Debit Card,Completed,,
106368,783,Customer_783,Individual,2022-05-03,Kochi,Gold,23,Sapphire Retreat,Goa,2,Luxury,60,2024-02-17,2024-02-24,2024-02-26,Deluxe,1,2,Corporate Portal,31917.1,0.0,NONE,63834.2,Net Banking,Completed,4.0,2024-02-28
106369,88,Customer_88,Group,2022-07-24,Bangalore,None,44,Amber Lodge,Udaipur,5,Mid-Range,150,2024-12-02,2024-12-09,2024-12-11,Standard,3,2,Travel Agent,6630.12,0.0,NONE,39780.72,Credit Card,Completed,3.0,2024-12-27
106370,750,Customer_750,Individual,2022-12-21,Bangalore,Silver,36,Amber Haven,Bangalore,4,Premium,150,2024-07-11,2024-08-05,2024-08-06,Standard,1,1,Corporate Portal,7821.53,0.0,,7821.53,Credit Card,Completed,3.0,2024-08-17
106371,501,Customer_501,Corporate,2023-08-29,Delhi,None,27,Saffron Residency,Pune,3,Mid-Range,80,2024-02-11,2024-05-11,2024-05-13,Standard,1,2,Corporate Portal,4575.47,0.0,,9150.94,Debit Card,Completed,8.0,2024-06-02
106372,758,Customer_758,Corporate,2023-05-18,Jaipur,Platinum,8,Royal Orchid,Goa,5,Luxury,120,2024-12-21,2024-12-28,2024-12-30,Standard,1,2,Corporate Portal,30618.4,11735.31,SAVE10,49501.49,Net Banking,Cancelled,,
106373,149,Customer_149,Group,2022-02-08,Pune,None,16,Banyan Residency,Delhi,3,Budget,60,2024-11-11,2024-11-13,2024-11-14,Standard,2,1,Direct Website,3347.66,592.64,SAVE10,6102.68,UPI,Completed,4.0,2024-11-28
106374,427,Customer_427,Corporate,2023-06-03,Delhi,Silver,21,Cedar Retreat,Chennai,3,Mid-Range,30,2024-10-20,2024-10-27,2024-10-30,Standard,2,3,OTA,4810.07,0.0,,28860.42,Credit Card,Completed,,
106375,741,Customer_741,Individual,2022-11-15,Udaipur,Platinum,56,Velvet Heights,Bangalore,5,Premium,60,2024-06-15,2024-06-22,2024-06-26,Standard,1,4,Corporate Portal,7906.75,2362.72,APPDEAL,29264.28,Net Banking,Cancelled,,
106376,394,Customer_394,Individual,2022-09-04,Manali,None,12,Sapphire Courtyard,Pune,5,Mid-Range,120,2024-02-08,2024-03-04,2024-03-05,Deluxe,1,1,OTA,5118.39,0.0,,5118.39,Net Banking,Cancelled,,
106377,242,Customer_242,Group,2023-11-19,Mumbai,Platinum,18,Coral Haven,Pune,4,Mid-Range,150,2024-05-22,2024-06-16,2024-06-19,Standard,5,3,Travel Agent,4497.54,0.0,NONE,67463.1,Net Banking,No-Show,,
106378,353,Customer_353,Individual,2023-11-29,Chennai,Gold,35,Maple Retreat,Bangalore,2,Premium,100,2023-12-29,2024-01-13,2024-01-15,Standard,1,2,Travel Agent,7670.12,0.0,NONE,15340.24,Credit Card,Cancelled,,
106379,763,Customer_763,Individual,2022-02-24,Jaipur,Platinum,13,Tusker Palace,Goa,5,Mid-Range,80,2024-10-14,2024-10-29,2024-10-30,Deluxe,1,1,Travel Agent,10401.7,0.0,,10401.7,Net Banking,Completed,4.0,2024-11-13
106380,367,Customer_367,Individual,2023-05-15,Manali,Platinum,54,Olive Heights,Delhi,5,Budget,100,2024-05-26,2024-08-24,2024-08-28,Deluxe,1,4,OTA,3728.53,3549.16,FEST15,11364.96,Net Banking,Completed,4.0,2024-09-03
106381,591,Customer_591,Individual,2023-05-18,Kochi,None,7,Royal Orchid,Chennai,4,Budget,80,2023-12-18,2024-01-02,2024-01-05,Deluxe,1,3,OTA,3006.46,0.0,,9019.38,Net Banking,Cancelled,,
106382,329,Customer_329,Individual,2022-11-10,Udaipur,None,41,Marigold Residency,Pune,4,Mid-Range,60,2024-01-23,2024-03-03,2024-03-06,Deluxe,1,3,Direct Website,6560.09,0.0,NONE,19680.27,Debit Card,Completed,3.0,2024-03-07
106383,419,Customer_419,Individual,2022-09-02,Mumbai,Silver,47,Indigo Stay,Mumbai,4,Mid-Range,80,2024-09-06,2024-09-13,2024-09-17,Deluxe,1,4,Corporate Portal,7831.29,0.0,,31325.16,Debit Card,Completed,3.0,2024-09-23
106384,5,Customer_5,Individual,2023-05-23,Chennai,Silver,5,Hilltop Inn,Chennai,5,Budget,60,2024-05-15,2024-05-17,2024-05-20,Suite,1,3,Travel Agent,3739.82,0.0,,11219.46,Credit Card,Completed,,
106385,558,Customer_558,Individual,2022-09-03,Jaipur,Silver,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-01-25,2024-02-09,2024-02-16,Suite,1,7,OTA,36758.5,0.0,NONE,257309.5,Net Banking,Completed,5.0,2024-03-07
106386,286,Customer_286,Group,2023-03-08,Delhi,None,3,Sea Breeze Resort,Chennai,5,Luxury,80,2024-10-06,2024-11-15,2024-11-18,Standard,4,3,OTA,13548.18,0.0,NONE,162578.16,Net Banking,Completed,4.0,2024-11-28
106387,152,Customer_152,Corporate,2023-11-11,Delhi,None,21,Cedar Retreat,Chennai,3,Mid-Range,30,2024-10-19,2024-10-26,2024-10-27,Standard,2,1,Corporate Portal,5624.18,0.0,,11248.36,Net Banking,Completed,,
106388,455,Customer_455,Individual,2023-03-06,Delhi,None,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-06-18,2024-07-13,2024-07-15,Deluxe,1,2,Corporate Portal,5610.74,1001.96,WELCOME,10219.52,Debit Card,Cancelled,,
106389,241,Customer_241,Group,2022-12-15,Bangalore,None,40,Mango Lodge,Bangalore,3,Mid-Range,40,2024-05-05,2024-05-20,2024-05-22,Deluxe,2,2,OTA,6520.33,0.0,,26081.32,Net Banking,Cancelled,,
106390,408,Customer_408,Individual,2023-11-25,Kochi,None,8,Royal Orchid,Goa,5,Luxury,120,2024-04-26,2024-05-11,2024-05-12,Deluxe,1,1,Travel Agent,28819.34,2989.38,FEST15,25829.96,Debit Card,Cancelled,1.0,2024-06-02
106391,477,Customer_477,Individual,2023-08-26,Jaipur,Silver,14,Pearl Haven,Pune,3,Budget,120,2024-03-10,2024-04-19,2024-04-22,Deluxe,1,3,Corporate Portal,2855.03,0.0,NONE,8565.09,Credit Card,Completed,,
106392,357,Customer_357,Corporate,2022-03-21,Delhi,None,11,Coral Palace,Mumbai,3,Premium,100,2024-01-18,2024-01-25,2024-01-27,Standard,3,2,Corporate Portal,11301.01,0.0,NONE,67806.06,Net Banking,Completed,10.0,2024-01-29
106393,756,Customer_756,Individual,2022-06-21,Jaipur,None,19,Marigold Palace,Delhi,4,Mid-Range,60,2024-08-07,2024-08-09,2024-08-10,Standard,1,1,Direct Website,5942.09,0.0,,5942.09,Net Banking,Completed,,
106394,387,Customer_387,Corporate,2023-06-18,Kochi,Gold,52,Crimson Manor,Pune,4,Budget,40,2024-08-18,2024-09-27,2024-10-04,Standard,3,7,OTA,1836.78,0.0,,38572.38,Debit Card,Completed,8.0,2024-10-09
106395,516,Customer_516,Individual,2022-11-08,Jaipur,Silver,27,Saffron Residency,Pune,3,Mid-Range,80,2024-07-22,2024-07-29,2024-07-30,Deluxe,1,1,Direct Website,5344.03,0.0,,5344.03,Credit Card,Completed,,
106396,589,Customer_589,Individual,2023-07-10,Kochi,None,15,Lotus Haven,Bangalore,3,Mid-Range,80,2024-03-07,2024-03-14,2024-03-15,Suite,1,1,OTA,9657.97,0.0,NONE,9657.97,Net Banking,Completed,,
106397,532,Customer_532,Individual,2022-12-14,Chennai,Silver,17,Indigo Palace,Udaipur,3,Budget,100,2024-10-10,2024-10-17,2024-10-22,Standard,1,5,Direct Website,2699.45,0.0,,13497.25,UPI,Completed,,
106398,400,Customer_400,Individual,2022-07-31,Udaipur,None,40,Mango Lodge,Bangalore,3,Mid-Range,40,2024-05-22,2024-05-24,2024-05-27,Deluxe,1,3,Travel Agent,6938.43,2957.69,APPDEAL,17857.6,Net Banking,Completed,,
106399,25,Customer_25,Corporate,2023-10-05,Goa,None,46,Coral Manor,Kochi,4,Budget,80,2024-07-19,2024-07-21,2024-07-25,Standard,1,4,Travel Agent,1912.12,388.6,SAVE10,7259.88,Credit Card,Completed,6.0,2024-08-08
106400,256,Customer_256,Corporate,2022-09-09,Chennai,None,48,Amber Manor,Chennai,3,Premium,100,2023-12-20,2024-03-19,2024-03-20,Standard,1,1,Corporate Portal,7637.2,797.68,FEST15,6839.52,UPI,Cancelled,,
106401,680,Customer_680,Individual,2022-03-05,Jaipur,None,45,Cedar Heights,Udaipur,3,Budget,120,2024-07-25,2024-08-19,2024-08-24,Standard,1,5,Corporate Portal,2555.72,0.0,,12778.6,Debit Card,Completed,,
106402,340,Customer_340,Individual,2023-10-29,Chennai,Silver,46,Coral Manor,Kochi,4,Budget,80,2023-12-17,2024-01-11,2024-01-12,Standard,1,1,OTA,1963.03,337.25,FEST15,1625.78,Credit Card,Completed,5.0,2024-02-01
106403,373,Customer_373,Individual,2022-05-25,Jaipur,None,9,Crimson Retreat,Udaipur,5,Mid-Range,80,2024-10-11,2024-10-13,2024-10-15,Deluxe,1,2,Direct Website,7527.84,2864.41,APPDEAL,12191.27,Credit Card,Completed,4.0,2024-10-21
106404,358,Customer_358,Individual,2022-12-29,Manali,None,5,Hilltop Inn,Chennai,5,Budget,60,2023-12-20,2024-01-04,2024-01-06,Suite,1,2,OTA,4312.69,0.0,,8625.38,UPI,Completed,5.0,2024-01-24
106405,792,Customer_792,Individual,2023-04-14,Bangalore,Gold,28,Indigo Retreat,Kochi,4,Budget,200,2024-05-22,2024-06-16,2024-06-21,Standard,1,5,Corporate Portal,2145.98,0.0,NONE,10729.9,Debit Card,Cancelled,,
106406,366,Customer_366,Group,2022-10-10,Kochi,Platinum,2,The Grand Plaza,Bangalore,5,Luxury,80,2024-06-15,2024-07-25,2024-07-27,Suite,2,2,Corporate Portal,31106.4,0.0,,124425.6,UPI,Completed,3.0,2024-08-04
106407,645,Customer_645,Individual,2023-04-27,Bangalore,Silver,26,Mango Courtyard,Mumbai,2,Budget,60,2024-02-09,2024-02-11,2024-02-14,Standard,1,3,Direct Website,2664.25,0.0,,7992.75,UPI,Completed,,
106408,618,Customer_618,Corporate,2023-11-10,Goa,None,37,Olive Lodge,Udaipur,3,Budget,40,2024-12-09,2024-12-11,2024-12-12,Deluxe,3,1,Direct Website,4710.74,0.0,NONE,14132.22,Net Banking,Completed,4.0,2024-12-31
106409,22,Customer_22,Group,2023-03-01,Delhi,None,22,Banyan Stay,Manali,2,Budget,30,2024-01-23,2024-02-17,2024-02-19,Standard,2,2,Corporate Portal,1739.21,0.0,,6956.84,Net Banking,Completed,,
106410,57,Customer_57,Individual,2022-05-06,Bangalore,Silver,17,Indigo Palace,Udaipur,3,Budget,100,2024-02-11,2024-02-13,2024-02-17,Standard,1,4,OTA,2993.96,0.0,,11975.84,Net Banking,Completed,,
106411,158,Customer_158,Individual,2023-01-10,Manali,Silver,39,Saffron Manor,Mumbai,4,Budget,120,2024-03-12,2024-03-14,2024-03-15,Standard,1,1,Corporate Portal,2959.32,309.67,SAVE10,2649.65,Credit Card,Completed,,
106412,491,Customer_491,Individual,2022-05-31,Delhi,Platinum,30,Ivory Retreat,Jaipur,5,Budget,60,2023-12-25,2024-01-09,2024-01-10,Standard,1,1,OTA,2178.33,0.0,,2178.33,Credit Card,Completed,5.0,2024-01-13
106413,110,Customer_110,Individual,2022-01-08,Manali,None,50,Jade Palace,Chennai,5,Premium,60,2024-06-13,2024-07-08,2024-07-11,Standard,1,3,Travel Agent,6773.54,0.0,NONE,20320.62,Debit Card,Completed,,
106414,253,Customer_253,Individual,2023-04-16,Chennai,Silver,30,Ivory Retreat,Jaipur,5,Budget,60,2024-03-26,2024-05-25,2024-05-28,Suite,1,3,OTA,3879.76,2093.79,SAVE10,9545.49,Debit Card,Completed,,
106415,479,Customer_479,Individual,2023-11-08,Chennai,Silver,43,Indigo Lodge,Bangalore,3,Mid-Range,100,2024-07-06,2024-09-04,2024-09-07,Standard,1,3,OTA,4295.32,3363.16,WELCOME,9522.8,UPI,Completed,5.0,2024-09-21
106416,36,Customer_36,Individual,2022-04-20,Goa,None,47,Indigo Stay,Mumbai,4,Mid-Range,80,2024-01-05,2024-04-04,2024-04-06,Deluxe,1,2,Corporate Portal,8872.16,0.0,NONE,17744.32,UPI,Completed,4.0,2024-04-21
106417,67,Customer_67,Individual,2023-12-17,Chennai,Gold,30,Ivory Retreat,Jaipur,5,Budget,60,2024-07-08,2024-07-10,2024-07-13,Standard,1,3,OTA,2164.66,1503.15,SAVE10,4990.83,Credit Card,Cancelled,,
106418,30,Customer_30,Corporate,2023-07-03,Delhi,None,4,Sea Breeze Resort,Goa,4,Mid-Range,80,2024-05-05,2024-05-12,2024-05-14,Deluxe,2,2,Travel Agent,9983.73,0.0,NONE,39934.92,Debit Card,Completed,9.0,2024-05-22
106419,52,Customer_52,Individual,2022-05-12,Goa,Silver,34,Velvet Palace,Pune,2,Premium,150,2024-07-11,2024-08-05,2024-08-09,Standard,1,4,Corporate Portal,8131.87,3737.89,WELCOME,28789.59,Net Banking,Completed,,
106420,405,Customer_405,Individual,2022-11-08,Manali,Gold,34,Velvet Palace,Pune,2,Premium,150,2024-01-10,2024-01-17,2024-01-21,Suite,1,4,OTA,13344.79,0.0,,53379.16,Net Banking,Completed,4.0,2024-02-05
106421,533,Customer_533,Group,2022-05-11,Chennai,Silver,6,Hilltop Inn,Udaipur,5,Luxury,60,2024-05-12,2024-08-10,2024-08-11,Standard,4,1,Direct Website,18546.62,0.0,NONE,74186.48,UPI,Completed,,
106422,304,Customer_304,Corporate,2023-11-07,Bangalore,Gold,49,Mango Retreat,Delhi,3,Mid-Range,100,2024-05-23,2024-06-07,2024-06-10,Standard,2,3,Corporate Portal,5085.89,0.0,,30515.34,Net Banking,Completed,3.0,2024-06-27
106423,382,Customer_382,Individual,2023-10-21,Delhi,None,38,Crimson Courtyard,Manali,3,Mid-Range,40,2024-07-11,2024-08-05,2024-08-07,Suite,1,2,OTA,6569.71,2878.03,SAVE10,10261.39,UPI,Completed,,
106424,763,Customer_763,Individual,2022-02-24,Jaipur,Platinum,5,Hilltop Inn,Chennai,5,Budget,60,2024-07-25,2024-09-03,2024-09-07,Standard,1,4,OTA,1857.83,0.0,,7431.32,Debit Card,Completed,,
106425,241,Customer_241,Group,2022-12-15,Bangalore,None,23,Sapphire Retreat,Goa,2,Luxury,60,2024-11-15,2024-11-17,2024-11-22,Deluxe,3,5,Corporate Portal,28986.08,0.0,,434791.2,UPI,Completed,4.0,2024-11-28
106426,20,Customer_20,Individual,2023-02-07,Goa,Silver,1,The Grand Plaza,Kochi,5,Premium,60,2024-12-13,2024-12-20,2024-12-21,Deluxe,1,1,Direct Website,10227.29,0.0,,10227.29,Net Banking,Completed,,
106427,179,Customer_179,Corporate,2022-05-01,Manali,None,4,Sea Breeze Resort,Goa,4,Mid-Range,80,2024-08-10,2024-09-04,2024-09-05,Standard,1,1,Corporate Portal,7303.34,0.0,,7303.34,UPI,Cancelled,,
106428,83,Customer_83,Individual,2022-04-16,Goa,Gold,40,Mango Lodge,Bangalore,3,Mid-Range,40,2024-01-09,2024-04-08,2024-04-10,Suite,1,2,Travel Agent,7940.75,0.0,,15881.5,UPI,No-Show,,
106429,670,Customer_670,Individual,2023-10-06,Jaipur,None,39,Saffron Manor,Mumbai,4,Budget,120,2024-08-08,2024-08-23,2024-08-25,Deluxe,1,2,OTA,4569.71,0.0,NONE,9139.42,Debit Card,Cancelled,,
106430,91,Customer_91,Individual,2023-02-12,Udaipur,Gold,49,Mango Retreat,Delhi,3,Mid-Range,100,2024-06-12,2024-09-10,2024-09-13,Deluxe,1,3,Direct Website,6285.12,0.0,NONE,18855.36,Credit Card,Completed,5.0,2024-10-03
106431,460,Customer_460,Group,2022-04-14,Bangalore,Silver,36,Amber Haven,Bangalore,4,Premium,150,2024-05-31,2024-07-10,2024-07-11,Deluxe,3,1,Travel Agent,13013.36,3764.69,WELCOME,35275.39,Net Banking,Completed,3.0,2024-07-22
106432,15,Customer_15,Individual,2022-02-10,Chennai,Gold,29,Cedar Lodge,Kochi,5,Mid-Range,60,2024-07-24,2024-08-08,2024-08-12,Suite,1,4,OTA,8154.4,7954.44,APPDEAL,24663.16,UPI,Completed,,
106433,692,Customer_692,Individual,2022-03-23,Delhi,None,17,Indigo Palace,Udaipur,3,Budget,100,2024-11-06,2024-11-13,2024-11-17,Standard,1,4,Direct Website,3082.37,0.0,,12329.48,Credit Card,Completed,,
106434,68,Customer_68,Group,2022-12-12,Pune,None,7,Royal Orchid,Chennai,4,Budget,80,2024-08-16,2024-08-31,2024-09-01,Standard,3,1,OTA,2166.43,1080.72,APPDEAL,5418.57,Net Banking,Cancelled,,
106435,523,Customer_523,Corporate,2022-12-17,Pune,None,31,Azure Residency,Udaipur,2,Premium,150,2024-03-03,2024-03-18,2024-03-22,Standard,1,4,OTA,11158.6,0.0,,44634.4,Credit Card,Completed,10.0,2024-04-04
106436,81,Customer_81,Individual,2022-04-21,Goa,Platinum,28,Indigo Retreat,Kochi,4,Budget,200,2024-11-17,2024-11-19,2024-11-22,Standard,1,3,Travel Agent,2309.71,0.0,,6929.13,Debit Card,No-Show,,
